respondent_id,start_date,end_date,dbt_used_at_org,personal_dbt_experience,job_title,base_salary_usd,company_headquarters,company_industry,organization_size,org_data_infrastructure_proportion,org_data_analysis_proportion,multiselect_time_spent_platform,multiselect_time_spent_datasets,multiselect_time_spent_reports_dashboards,multiselect_time_spent_ml_models,multiselect_time_spent_mentorship_direct_reports,multiselect_time_spent_other_free_text,rate_org_marketing_analytics,rate_org_product_analytics,rate_org_financial_analytics,rate_org_data_quality_transparency,rate_org_cross_team_alignment_data_ownership,rate_org_data_team_productivity_agility,rate_org_enabling_self_service,how_do_you_distribute_data_team_work,how_do_you_distribute_data_team_work_other_free_text,how_is_your_team_measured,how_is_your_team_measured_other_free_text,agreement_org_sets_clear_goals_responsibilities_roadmap,agreement_org_values_data_team,multiselect_economic_impact_reduced_headcount,multiselect_economic_impact_downgraded_open_headcount,multiselect_economic_impact_reduced_tooling_budget,multiselect_economic_impact_increased_headcount,multiselect_economic_impact_upgraded_open_headcount,multiselect_economic_impact_increased_tooling_budget,multiselect_economic_impact_no_change,multiselect_economic_impact_not_sure,investment_plan_next_12m_data_warehouse_lakehouse,investment_plan_next_12m_extract_load,investment_plan_next_12m_transform_model,investment_plan_next_12m_reverse_etl,investment_plan_next_12m_data_quality_observability,investment_plan_next_12m_data_orchestration,investment_plan_next_12m_bi_tools,multiselect_data_prep_challenge_poor_source_quality,multiselect_data_prep_challenge_input_data_inconsistent,multiselect_data_prep_challenge_ambiguous_quality_ownership,multiselect_data_prep_challenge_transform_slow_build_update,multiselect_data_prep_challenge_transform_location_reuse,multiselect_data_prep_challenge_docs_dependency_mgmt,multiselect_data_prep_challenge_stakeholders_dont_use_trust,multiselect_data_prep_challenge_data_not_where_org_needs,multiselect_data_prep_challenge_none_of_above,multiselect_data_prep_challenge_other_free_text,biggest_mds_problem_metadata_sharing_across_tools,biggest_mds_problem_team_tool_collab_clarity,biggest_mds_problem_producer_consumer_coordination_handoff,biggest_mds_problem_tools_learning_curve,biggest_mds_problem_implementing_best_practice_across_tools,biggest_mds_problem_other_free_text
118169544571,11/06/2022 6:40:15 AM,11/06/2022 6:46:51 AM,Yes - we use both dbt Core and dbt Cloud,More than 2 years,Other,$151k to $200k,North America,Healthcare / Life Sciences,101-500,Less than 1%,Less than 1%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,Mentor / enable direct reports who do a combination of work described above,,Very badly,Very badly,Somewhat well,Very badly,Very badly,Somewhat badly,Somewhat badly,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,"SLA metrics (e.g. data uptime, throughput)",,Strongly disagree,Strongly disagree,Reduced headcount (open or existing),,,,,,,,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (no current investment),No change (maintain current investment),No change (maintain current investment),Source data quality is poor,,,,,,Stakeholders don’t use / don’t trust data provided,Data isn’t where business users need it to be to inform quick decisions,,,No effective way to share metadata across tools,,,,Implementing best practices across all the different tools,
118169517527,11/06/2022 4:43:10 AM,11/06/2022 4:47:47 AM,Yes - we use dbt Core / open source,More than 2 years,Data Engineer,$51k to $100k,Europe,Other,"10,001",,,"Build / maintain platforms for hosting, moving, accessing data",,,,,,Somewhat badly,Somewhat well,Somewhat well,Somewhat badly,Somewhat badly,Somewhat well,Somewhat badly,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,Somewhat agree,Somewhat disagree,Reduced headcount (open or existing),,Reduced budget for tooling (new or existing),,,,,,Not sure,No change (maintain current investment),Increasing investment,Not sure,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Source data quality is poor,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,Transformations are too time-consuming to build and update,,,,,,,,No clear understanding of how teams should collaborate in a given tool,,Learning curve to set up and maintain tools,Implementing best practices across all the different tools,
118169464006,11/06/2022 1:19:30 AM,11/06/2022 1:29:10 AM,Yes - we use dbt Core / open source,< 1 year,Data Engineer,Under $50k,Asia & Pacific,Technology / Software,"501-1,000",2-5%,Less than 1%,"Build / maintain platforms for hosting, moving, accessing data",,,,,,Somewhat badly,Somewhat well,Somewhat badly,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Each team member specializes by business area (e.g. supports Sales vs. Product),,Progress to financial goals (e.g. amount of money saved or business closed),,Somewhat agree,Somewhat agree,,,Reduced budget for tooling (new or existing),,,,,,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Increasing investment,No change (maintain current investment),Source data quality is poor,Input data is hard to collect in a consistent way,,,,Managing data documentation and dependencies are too time-consuming,,,,,,,Coordination and handoffs between data producers and data consumers,Learning curve to set up and maintain tools,,
118169448423,11/05/2022 11:08:07 PM,11/06/2022 12:00:45 AM,Yes - we use both dbt Core and dbt Cloud,< 1 year,People Manager/Director - Data Analytics,$201k to $300k,North America,Technology / Software,101-500,2-5%,11-20%,,,,,Mentor / enable direct reports who do a combination of work described above,,Very well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Very well,Somewhat well,Each team member specializes by business area (e.g. supports Sales vs. Product),,Progress to financial goals (e.g. amount of money saved or business closed),,Somewhat agree,Somewhat agree,Reduced headcount (open or existing),,,,,,,,No change (maintain current investment),Increasing investment,No change (maintain current investment),No change (no current investment),No change (maintain current investment),No change (no current investment),Increasing investment,,,,,Transformations are hard to locate and re-use.,,Stakeholders don’t use / don’t trust data provided,Data isn’t where business users need it to be to inform quick decisions,,,No effective way to share metadata across tools,,,,Implementing best practices across all the different tools,"Limited support for substituting between technologies - my company uses Redshift not Snowflake, and best practices are almost all written for Snowflake only. Some apply, some don't, so we always have to build our own versions."
118169418149,11/05/2022 9:30:17 PM,11/05/2022 9:37:39 PM,Yes - we use both dbt Core and dbt Cloud,1-2 years,Data Engineer,$51k to $100k,Asia & Pacific,Financial Services,101-500,2-5%,2-5%,,Build / maintain data sets to ease analysis,,Build / use machine learning models,Mentor / enable direct reports who do a combination of work described above,,Somewhat well,Somewhat badly,Very well,Very well,Somewhat well,Very well,Somewhat badly,Everyone is “full-stack” with no specialization. Projects are assigned by rotation or in an ad-hoc fashion.,,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,Somewhat disagree,Somewhat agree,Reduced headcount (open or existing),,Reduced budget for tooling (new or existing),,,,,,No change (no current investment),Increasing investment,No change (maintain current investment),No change (no current investment),No change (maintain current investment),No change (maintain current investment),Increasing investment,Source data quality is poor,Input data is hard to collect in a consistent way,,,,,,,,,,,Coordination and handoffs between data producers and data consumers,Learning curve to set up and maintain tools,,
118169384136,11/04/2022 3:19:10 PM,11/05/2022 7:11:15 PM,Yes - we use both dbt Core and dbt Cloud,1-2 years,Other,$151k to $200k,North America,Technology / Software,Less than 100,11-20%,2-5%,,,,,Mentor / enable direct reports who do a combination of work described above,,Very badly,Very badly,Somewhat badly,Somewhat badly,Very badly,N/A - not relevant for my org,Somewhat well,Everyone is “full-stack” with no specialization. Projects are assigned by rotation or in an ad-hoc fashion.,,Qualitative evaluations (e.g. performance ratings from stakeholders),,Somewhat disagree,Somewhat disagree,,,,,,,No change,,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (no current investment),Increasing investment,No change (maintain current investment),,,,,,Managing data documentation and dependencies are too time-consuming,Stakeholders don’t use / don’t trust data provided,Data isn’t where business users need it to be to inform quick decisions,,,No effective way to share metadata across tools,,Coordination and handoffs between data producers and data consumers,Learning curve to set up and maintain tools,Implementing best practices across all the different tools,
118169324619,11/05/2022 3:31:18 PM,11/05/2022 3:37:39 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,People Manager/Director - Data Analytics,$101k to $150k,Europe,Financial Services,101-500,6-10%,21-50%,,,,,Mentor / enable direct reports who do a combination of work described above,,Very well,Somewhat badly,Very well,Somewhat well,Somewhat badly,Somewhat badly,Somewhat well,Everyone is “full-stack” with no specialization. Projects are assigned by rotation or in an ad-hoc fashion.,,Progress to financial goals (e.g. amount of money saved or business closed),,Somewhat agree,Strongly agree,,,,,,,No change,,No change (maintain current investment),No change (maintain current investment),Increasing investment,Not sure,Increasing investment,Not sure,No change (maintain current investment),Source data quality is poor,Input data is hard to collect in a consistent way,,,,,Stakeholders don’t use / don’t trust data provided,,,,,No clear understanding of how teams should collaborate in a given tool,,,,
118169299635,11/05/2022 2:15:02 PM,11/05/2022 2:20:46 PM,Yes - we use dbt Core / open source,More than 2 years,Data Scientist,$101k to $150k,North America,Healthcare / Life Sciences,Less than 100,6-10%,11-20%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,,,,,N/A - not relevant for my org,Somewhat well,Somewhat well,Very well,Very well,Very well,Somewhat badly,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,Qualitative evaluations (e.g. performance ratings from stakeholders),,Somewhat agree,Strongly agree,,,,,,,No change,,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Increasing investment,Source data quality is poor,Input data is hard to collect in a consistent way,,,,,,,,,,,,,Implementing best practices across all the different tools,
118169275564,11/05/2022 1:15:43 PM,11/05/2022 1:22:59 PM,Yes - we use dbt Core / open source,More than 2 years,Data Engineer,$201k to $300k,North America,Consulting / Professional Services,Less than 100,21-50%,21-50%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,Mentor / enable direct reports who do a combination of work described above,,N/A - not relevant for my org,Somewhat well,N/A - not relevant for my org,Somewhat well,Somewhat well,Somewhat well,Somewhat badly,Each team member specializes by business area (e.g. supports Sales vs. Product),,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,Somewhat agree,Somewhat agree,,,Reduced budget for tooling (new or existing),,,,,,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (no current investment),No change (no current investment),No change (maintain current investment),No change (maintain current investment),,Input data is hard to collect in a consistent way,,,,Managing data documentation and dependencies are too time-consuming,Stakeholders don’t use / don’t trust data provided,,,,,,Coordination and handoffs between data producers and data consumers,,Implementing best practices across all the different tools,
118169174810,11/05/2022 11:51:59 AM,11/05/2022 11:55:19 AM,No - we don’t use dbt Core or dbt Cloud,< 1 year,Software Engineer,$201k to $300k,North America,Technology / Software,101-500,6-10%,11-20%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,,,Mentor / enable direct reports who do a combination of work described above,,Somewhat well,Somewhat well,Very well,Somewhat well,Very well,Somewhat well,N/A - not relevant for my org,Each team member specializes in both functional and business areas. (e.g. supports infra/modeling for Sales vs. reporting/BI for Sales),,Qualitative evaluations (e.g. performance ratings from stakeholders),,Somewhat agree,Strongly agree,,,,,,,No change,,No change (maintain current investment),Increasing investment,Increasing investment,No change (no current investment),Increasing investment,Increasing investment,Increasing investment,,,,,,,,,None of the above,,,,Coordination and handoffs between data producers and data consumers,,Implementing best practices across all the different tools,
118169168234,11/05/2022 11:35:32 AM,11/05/2022 11:41:12 AM,Yes - we use dbt Core / open source,1-2 years,Data Engineer,Under $50k,Europe,Consulting / Professional Services,Less than 100,2-5%,51-100%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,,,Mentor / enable direct reports who do a combination of work described above,,Very well,Somewhat well,Very well,Somewhat badly,Somewhat well,Very well,Somewhat well,Everyone is “full-stack” with no specialization. Projects are assigned by rotation or in an ad-hoc fashion.,,Progress to financial goals (e.g. amount of money saved or business closed),,Somewhat agree,Strongly agree,,,,Increased open headcount,Increased level / salary for open headcount,,,,No change (maintain current investment),Increasing investment,Increasing investment,Increasing investment,No change (maintain current investment),No change (maintain current investment),Increasing investment,Source data quality is poor,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,Stakeholders don’t use / don’t trust data provided,,,,No effective way to share metadata across tools,No clear understanding of how teams should collaborate in a given tool,Coordination and handoffs between data producers and data consumers,Learning curve to set up and maintain tools,Implementing best practices across all the different tools,
118169156092,11/05/2022 11:04:46 AM,11/05/2022 11:14:31 AM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,People Manager/Director - Data Engineering,$151k to $200k,North America,Financial Services,"1,001 – 5,000",2-5%,2-5%,,,,,Mentor / enable direct reports who do a combination of work described above,,Somewhat well,Somewhat well,Very well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Everyone is “full-stack” with no specialization. Projects are assigned by rotation or in an ad-hoc fashion.,,Qualitative evaluations (e.g. performance ratings from stakeholders),,Somewhat disagree,Somewhat disagree,,,,,,Increased budget for tooling (new or existing),,,Increasing investment,Increasing investment,Increasing investment,No change (no current investment),Increasing investment,No change (maintain current investment),Increasing investment,Source data quality is poor,,,,Transformations are hard to locate and re-use.,,Stakeholders don’t use / don’t trust data provided,,,,,No clear understanding of how teams should collaborate in a given tool,,Learning curve to set up and maintain tools,,
118169155471,11/05/2022 11:04:25 AM,11/05/2022 11:13:39 AM,Yes - we use both dbt Core and dbt Cloud,< 1 year,Analytics Engineer,$101k to $150k,North America,Media / Entertainment,101-500,21-50%,21-50%,,Build / maintain data sets to ease analysis,,,Mentor / enable direct reports who do a combination of work described above,,Very well,Very well,Very well,Somewhat badly,Somewhat badly,Somewhat badly,Very badly,Each team member specializes in both functional and business areas. (e.g. supports infra/modeling for Sales vs. reporting/BI for Sales),,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,Strongly disagree,Strongly agree,,,,Increased open headcount,Increased level / salary for open headcount,Increased budget for tooling (new or existing),,,Increasing investment,No change (no current investment),No change (maintain current investment),No change (no current investment),Decreasing investment,Decreasing investment,Increasing investment,Source data quality is poor,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,Transformations are hard to locate and re-use.,,,,,,No effective way to share metadata across tools,No clear understanding of how teams should collaborate in a given tool,,Learning curve to set up and maintain tools,Implementing best practices across all the different tools,
118169127292,11/05/2022 9:50:02 AM,11/05/2022 10:06:45 AM,Yes - we use dbt Core / open source,More than 2 years,People Manager/Director - Data Engineering,$101k to $150k,Europe,Technology / Software,101-500,2-5%,2-5%,,Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,Mentor / enable direct reports who do a combination of work described above,Stakeholder management around data projects and deliverables,Somewhat well,Somewhat well,Somewhat well,Somewhat badly,Very badly,Somewhat well,Very badly,Everyone is “full-stack” with no specialization. Projects are assigned by rotation or in an ad-hoc fashion.,"not perse fullstack, but more like a t-shaped model. DEs and AEs are in one team and are expected to be able to contribute to the data model. Product analysts and business performance contribute their own SQL to dbt which is underneath the BI tool.","Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,No opinion,Somewhat disagree,,,,Increased open headcount,,,,,Increasing investment,Decreasing investment,Increasing investment,No change (maintain current investment),Increasing investment,No change (maintain current investment),Increasing investment,,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,Stakeholders don’t use / don’t trust data provided,,,"Maybe this falls under source data is poor quality, but its more that the source data (eventing) comes with different implementations and levels of quality control making it hard to combine and create clean data sets.",,No clear understanding of how teams should collaborate in a given tool,Coordination and handoffs between data producers and data consumers,,Implementing best practices across all the different tools,
118169096540,11/05/2022 8:42:16 AM,11/05/2022 8:49:49 AM,Yes - we use dbt Core / open source,1-2 years,Analytics Engineer,$51k to $100k,Europe,Media / Entertainment,"1,001 – 5,000",2-5%,2-5%,,Build / maintain data sets to ease analysis,,,,,Somewhat well,Somewhat well,Somewhat well,Somewhat badly,Somewhat badly,Somewhat well,Somewhat badly,Everyone is “full-stack” with no specialization. Projects are assigned by rotation or in an ad-hoc fashion.,,Qualitative evaluations (e.g. performance ratings from stakeholders),,Somewhat agree,Somewhat agree,,,,,,,No change,,Decreasing investment,Not sure,Increasing investment,Not sure,Increasing investment,Not sure,Increasing investment,Source data quality is poor,,,,,,Stakeholders don’t use / don’t trust data provided,Data isn’t where business users need it to be to inform quick decisions,,,,,,,Implementing best practices across all the different tools,
118169095408,11/05/2022 8:44:08 AM,11/05/2022 8:46:54 AM,Yes - we use dbt Cloud,1-2 years,People Manager/Director - Data Analytics,$101k to $150k,Asia & Pacific,Technology / Software,101-500,Less than 1%,2-5%,,Build / maintain data sets to ease analysis,,,Mentor / enable direct reports who do a combination of work described above,"Systems work, ensuring that data within Salesforce/Zendesk/the like work well",Very badly,Somewhat well,Very well,Somewhat well,Somewhat badly,Very well,Very well,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,Somewhat disagree,Somewhat disagree,Reduced headcount (open or existing),,Reduced budget for tooling (new or existing),,,,,,No change (maintain current investment),Decreasing investment,Increasing investment,No change (maintain current investment),No change (maintain current investment),Increasing investment,No change (maintain current investment),Source data quality is poor,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,,Data isn’t where business users need it to be to inform quick decisions,,,,No clear understanding of how teams should collaborate in a given tool,Coordination and handoffs between data producers and data consumers,,,
118169091384,11/05/2022 8:28:09 AM,11/05/2022 8:35:54 AM,Yes - we use dbt Cloud,1-2 years,Data Analyst,Prefer not to say,North America,Technology / Software,"501-1,000",Less than 1%,Less than 1%,,Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,,,N/A - not relevant for my org,Somewhat badly,Somewhat badly,Very well,Very well,Somewhat well,Somewhat well,Everyone is “full-stack” with no specialization. Projects are assigned by rotation or in an ad-hoc fashion.,,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,Somewhat agree,Somewhat agree,,,,,,,,Not sure,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Increasing investment,No change (maintain current investment),No change (maintain current investment),Source data quality is poor,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,Stakeholders don’t use / don’t trust data provided,,,,No effective way to share metadata across tools,,Coordination and handoffs between data producers and data consumers,,Implementing best practices across all the different tools,
118169089697,11/05/2022 8:22:59 AM,11/05/2022 8:31:12 AM,Yes - we use dbt Core / open source,1-2 years,People Manager/Director - Data Engineering,Prefer not to say,Europe,Other,"501-1,000",2-5%,2-5%,,,,,Mentor / enable direct reports who do a combination of work described above,,Very well,Somewhat well,Somewhat well,Very well,Somewhat well,Very well,Very well,Each team member specializes in both functional and business areas. (e.g. supports infra/modeling for Sales vs. reporting/BI for Sales),,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,Somewhat agree,Somewhat agree,Reduced headcount (open or existing),,Reduced budget for tooling (new or existing),,,,,,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Increasing investment,Not sure,Source data quality is poor,Input data is hard to collect in a consistent way,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,,,,,No effective way to share metadata across tools,,Coordination and handoffs between data producers and data consumers,,Implementing best practices across all the different tools,"I feel every company is currently reinventing the wheel when it comes to building connections between great frameworks, e.g. dbt/airflow integration, dbt/superset data exchange, dbt confoguration for a data mesh/bounded domain way of modelling. I feel that sharing more of this ""glue"" between the systems pro-actively would help more companies applying best practices more quickly."
118169085202,11/05/2022 8:09:47 AM,11/05/2022 8:18:56 AM,No - we don’t use dbt Core or dbt Cloud,1-2 years,Other,$51k to $100k,Europe,Consulting / Professional Services,101-500,Less than 1%,Less than 1%,"Build / maintain platforms for hosting, moving, accessing data",,,,,Consulting: help other companies do this,Somewhat badly,N/A - not relevant for my org,Somewhat well,Somewhat badly,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,,"There is no data team for our data, the cfo and the marketing team does this",,I do Consulting and an measured accordingly (utilisation),No opinion,No opinion,,,,,,,,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,,Input data is hard to collect in a consistent way,,Transformations are too time-consuming to build and update,,Managing data documentation and dependencies are too time-consuming,,,,,No effective way to share metadata across tools,,,,,"Metrics Integration in the bi tools, easy overall data catalog"
118169071381,11/05/2022 7:34:24 AM,11/05/2022 7:39:12 AM,Yes - we use dbt Cloud,1-2 years,Data Analyst,$51k to $100k,Europe,Technology / Software,"501-1,000",2-5%,Less than 1%,,Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,,,Somewhat well,Somewhat well,Very well,Somewhat badly,Somewhat badly,Somewhat well,Somewhat badly,Each team member specializes in both functional and business areas. (e.g. supports infra/modeling for Sales vs. reporting/BI for Sales),,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,No opinion,Somewhat agree,,,,,,,No change,,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Increasing investment,Increasing investment,,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,Managing data documentation and dependencies are too time-consuming,Stakeholders don’t use / don’t trust data provided,,,,No effective way to share metadata across tools,,Coordination and handoffs between data producers and data consumers,,,
118169056383,11/05/2022 6:48:35 AM,11/05/2022 6:54:06 AM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Analytics Engineer,$101k to $150k,North America,Technology / Software,"1,001 – 5,000",Less than 1%,Less than 1%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,,,Somewhat well,Somewhat badly,Somewhat well,Very badly,Somewhat badly,Somewhat well,Somewhat badly,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,Somewhat disagree,Somewhat disagree,Reduced headcount (open or existing),,,,,,,,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (no current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Source data quality is poor,,,Transformations are too time-consuming to build and update,,,,Data isn’t where business users need it to be to inform quick decisions,,,No effective way to share metadata across tools,,,Learning curve to set up and maintain tools,Implementing best practices across all the different tools,
118169051705,11/05/2022 6:12:57 AM,11/05/2022 6:39:33 AM,Yes - we use dbt Cloud,1-2 years,Data Analyst,Under $50k,Asia & Pacific,Technology / Software,101-500,Less than 1%,2-5%,,Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,,,Somewhat well,Somewhat badly,Somewhat well,Somewhat well,Somewhat badly,Very badly,Somewhat badly,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,Qualitative evaluations (e.g. performance ratings from stakeholders),okr committed vs delivered,Strongly disagree,Somewhat disagree,,,,,,,,Not sure,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Not sure,Increasing investment,Increasing investment,Increasing investment,,,,Transformations are too time-consuming to build and update,Transformations are hard to locate and re-use.,,,Data isn’t where business users need it to be to inform quick decisions,,,No effective way to share metadata across tools,,,Learning curve to set up and maintain tools,Implementing best practices across all the different tools,"version-controlled, but easily written and versatile"
118169035644,11/05/2022 5:37:32 AM,11/05/2022 5:43:51 AM,Yes - we use dbt Cloud,1-2 years,Other,$101k to $150k,Europe,Financial Services,Less than 100,6-10%,2-5%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,,,,,Somewhat well,Somewhat badly,Very badly,Very badly,Very badly,Very well,Somewhat well,Each team member specializes in both functional and business areas. (e.g. supports infra/modeling for Sales vs. reporting/BI for Sales),,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,Somewhat disagree,Somewhat agree,,,,Increased open headcount,,,No change,,No change (maintain current investment),Increasing investment,No change (maintain current investment),No change (maintain current investment),No change (no current investment),No change (no current investment),Increasing investment,Source data quality is poor,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,Stakeholders don’t use / don’t trust data provided,,,,,,Coordination and handoffs between data producers and data consumers,,Implementing best practices across all the different tools,
118169034895,11/05/2022 5:34:49 AM,11/05/2022 5:42:27 AM,Yes - we use both dbt Core and dbt Cloud,1-2 years,People Manager/Director - Data Engineering,$151k to $200k,Europe,Healthcare / Life Sciences,"10,001",2-5%,Less than 1%,,,,,Mentor / enable direct reports who do a combination of work described above,,Somewhat well,Somewhat well,Somewhat well,Somewhat badly,Somewhat badly,Somewhat badly,Somewhat badly,Each team member specializes by business area (e.g. supports Sales vs. Product),,Progress to financial goals (e.g. amount of money saved or business closed),,Somewhat agree,Somewhat agree,,,,,,,No change,,No change (maintain current investment),No change (maintain current investment),Increasing investment,No change (maintain current investment),Increasing investment,No change (maintain current investment),No change (maintain current investment),,Input data is hard to collect in a consistent way,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,Transformations are too time-consuming to build and update,,,,,,,No effective way to share metadata across tools,,Coordination and handoffs between data producers and data consumers,Learning curve to set up and maintain tools,Implementing best practices across all the different tools,
118169033528,11/05/2022 5:32:04 AM,11/05/2022 5:36:36 AM,Yes - we use dbt Core / open source,1-2 years,People Manager/Director - Data Engineering,$101k to $150k,Europe,Financial Services,Less than 100,2-5%,2-5%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,Mentor / enable direct reports who do a combination of work described above,,Somewhat well,Somewhat badly,Very well,Very well,Somewhat well,Very well,Very well,Everyone is “full-stack” with no specialization. Projects are assigned by rotation or in an ad-hoc fashion.,,Qualitative evaluations (e.g. performance ratings from stakeholders),,Somewhat agree,Strongly agree,,,Reduced budget for tooling (new or existing),,,,,,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Increasing investment,Increasing investment,No change (maintain current investment),Source data quality is poor,Input data is hard to collect in a consistent way,,,,,Stakeholders don’t use / don’t trust data provided,,,,No effective way to share metadata across tools,,Coordination and handoffs between data producers and data consumers,,,
118169020222,11/05/2022 4:50:06 AM,11/05/2022 4:54:02 AM,Yes - we use dbt Cloud,< 1 year,People Manager/Director - Data Analytics,$101k to $150k,Europe,Technology / Software,"10,001",Less than 1%,Less than 1%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,,Build / use machine learning models,Mentor / enable direct reports who do a combination of work described above,,Somewhat badly,Somewhat well,Very well,Somewhat well,Somewhat badly,Somewhat badly,Somewhat well,Each team member specializes in both functional and business areas. (e.g. supports infra/modeling for Sales vs. reporting/BI for Sales),,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,No opinion,Somewhat agree,,,,Increased open headcount,,,,,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Increasing investment,No change (maintain current investment),No change (maintain current investment),,Input data is hard to collect in a consistent way,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,,,,,No effective way to share metadata across tools,,,,Implementing best practices across all the different tools,
118169017985,11/05/2022 4:38:23 AM,11/05/2022 4:45:30 AM,Yes - we use dbt Core / open source,1-2 years,Data Analyst,Under $50k,Europe,Consulting / Professional Services,Less than 100,11-20%,51-100%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,,,Very well,Very well,Somewhat well,Somewhat badly,Very badly,Somewhat well,Very badly,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,Not sure,,Somewhat disagree,Somewhat disagree,,,,,,,No change,,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (no current investment),Increasing investment,No change (maintain current investment),No change (maintain current investment),Source data quality is poor,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,Stakeholders don’t use / don’t trust data provided,,,,No effective way to share metadata across tools,,Coordination and handoffs between data producers and data consumers,Learning curve to set up and maintain tools,Implementing best practices across all the different tools,
